name,mib,depth,top_level,value_size,value_type,registered,resolve_error
kern.prng.pool_13.sample_count,"{1,291,116,100}",4,kern,8,int64,no,
kern.prng.pool_14.drain_count,"{1,291,117,101}",4,kern,8,int64,no,
kern.prng.pool_14.max_sample_count,"{1,291,117,102}",4,kern,8,int64,no,
kern.prng.pool_14.sample_count,"{1,291,117,100}",4,kern,8,int64,no,
kern.prng.pool_15.drain_count,"{1,291,118,101}",4,kern,8,int64,no,
kern.prng.pool_15.max_sample_count,"{1,291,118,102}",4,kern,8,int64,no,
kern.prng.pool_15.sample_count,"{1,291,118,100}",4,kern,8,int64,no,
kern.prng.pool_16.drain_count,"{1,291,119,101}",4,kern,8,int64,no,
kern.prng.pool_16.max_sample_count,"{1,291,119,102}",4,kern,8,int64,no,
kern.prng.pool_16.sample_count,"{1,291,119,100}",4,kern,8,int64,no,
kern.prng.pool_17.drain_count,"{1,291,120,101}",4,kern,8,int64,no,
kern.prng.pool_17.max_sample_count,"{1,291,120,102}",4,kern,8,int64,no,
kern.prng.pool_17.sample_count,"{1,291,120,100}",4,kern,8,int64,no,
kern.prng.pool_18.drain_count,"{1,291,121,101}",4,kern,8,int64,no,
kern.prng.pool_18.max_sample_count,"{1,291,121,102}",4,kern,8,int64,no,
kern.prng.pool_18.sample_count,"{1,291,121,100}",4,kern,8,int64,no,
kern.prng.pool_19.drain_count,"{1,291,122,101}",4,kern,8,int64,no,
kern.prng.pool_19.max_sample_count,"{1,291,122,102}",4,kern,8,int64,no,
kern.prng.pool_19.sample_count,"{1,291,122,100}",4,kern,8,int64,no,
kern.prng.pool_2.drain_count,"{1,291,105,101}",4,kern,8,int64,no,
kern.prng.pool_2.max_sample_count,"{1,291,105,102}",4,kern,8,int64,no,
kern.prng.pool_2.sample_count,"{1,291,105,100}",4,kern,8,int64,no,
kern.prng.pool_20.drain_count,"{1,291,123,101}",4,kern,8,int64,no,
kern.prng.pool_20.max_sample_count,"{1,291,123,102}",4,kern,8,int64,no,
kern.prng.pool_20.sample_count,"{1,291,123,100}",4,kern,8,int64,no,
kern.prng.pool_21.drain_count,"{1,291,124,101}",4,kern,8,int64,no,
kern.prng.pool_21.max_sample_count,"{1,291,124,102}",4,kern,8,int64,no,
kern.prng.pool_21.sample_count,"{1,291,124,100}",4,kern,8,int64,no,
kern.prng.pool_22.drain_count,"{1,291,125,101}",4,kern,8,int64,no,
kern.prng.pool_22.max_sample_count,"{1,291,125,102}",4,kern,8,int64,no,
kern.prng.pool_22.sample_count,"{1,291,125,100}",4,kern,8,int64,no,
kern.prng.pool_23.drain_count,"{1,291,126,101}",4,kern,8,int64,no,
kern.prng.pool_23.max_sample_count,"{1,291,126,102}",4,kern,8,int64,no,
kern.prng.pool_23.sample_count,"{1,291,126,100}",4,kern,8,int64,no,
kern.prng.pool_24.drain_count,"{1,291,127,101}",4,kern,8,int64,no,
kern.prng.pool_24.max_sample_count,"{1,291,127,102}",4,kern,8,int64,no,
kern.prng.pool_24.sample_count,"{1,291,127,100}",4,kern,8,int64,no,
kern.prng.pool_25.drain_count,"{1,291,128,101}",4,kern,8,int64,no,
kern.prng.pool_25.max_sample_count,"{1,291,128,102}",4,kern,8,int64,no,
kern.prng.pool_25.sample_count,"{1,291,128,100}",4,kern,8,int64,no,
kern.prng.pool_26.drain_count,"{1,291,129,101}",4,kern,8,int64,no,
kern.prng.pool_26.max_sample_count,"{1,291,129,102}",4,kern,8,int64,no,
kern.prng.pool_26.sample_count,"{1,291,129,100}",4,kern,8,int64,no,
kern.prng.pool_27.drain_count,"{1,291,130,101}",4,kern,8,int64,no,
kern.prng.pool_27.max_sample_count,"{1,291,130,102}",4,kern,8,int64,no,
kern.prng.pool_27.sample_count,"{1,291,130,100}",4,kern,8,int64,no,
kern.prng.pool_28.drain_count,"{1,291,131,101}",4,kern,8,int64,no,
kern.prng.pool_28.max_sample_count,"{1,291,131,102}",4,kern,8,int64,no,
kern.prng.pool_28.sample_count,"{1,291,131,100}",4,kern,8,int64,no,
kern.prng.pool_29.drain_count,"{1,291,132,101}",4,kern,8,int64,no,
kern.prng.pool_29.max_sample_count,"{1,291,132,102}",4,kern,8,int64,no,
kern.prng.pool_29.sample_count,"{1,291,132,100}",4,kern,8,int64,no,
kern.prng.pool_3.drain_count,"{1,291,106,101}",4,kern,8,int64,no,
kern.prng.pool_3.max_sample_count,"{1,291,106,102}",4,kern,8,int64,no,
kern.prng.pool_3.sample_count,"{1,291,106,100}",4,kern,8,int64,no,
kern.prng.pool_30.drain_count,"{1,291,133,101}",4,kern,8,int64,no,
kern.prng.pool_30.max_sample_count,"{1,291,133,102}",4,kern,8,int64,no,
kern.prng.pool_30.sample_count,"{1,291,133,100}",4,kern,8,int64,no,
kern.prng.pool_31.drain_count,"{1,291,134,101}",4,kern,8,int64,no,
kern.prng.pool_31.max_sample_count,"{1,291,134,102}",4,kern,8,int64,no,
kern.prng.pool_31.sample_count,"{1,291,134,100}",4,kern,8,int64,no,
kern.prng.pool_4.drain_count,"{1,291,107,101}",4,kern,8,int64,no,
kern.prng.pool_4.max_sample_count,"{1,291,107,102}",4,kern,8,int64,no,
kern.prng.pool_4.sample_count,"{1,291,107,100}",4,kern,8,int64,no,
kern.prng.pool_5.drain_count,"{1,291,108,101}",4,kern,8,int64,no,
kern.prng.pool_5.max_sample_count,"{1,291,108,102}",4,kern,8,int64,no,
kern.prng.pool_5.sample_count,"{1,291,108,100}",4,kern,8,int64,no,
kern.prng.pool_6.drain_count,"{1,291,109,101}",4,kern,8,int64,no,
kern.prng.pool_6.max_sample_count,"{1,291,109,102}",4,kern,8,int64,no,
kern.prng.pool_6.sample_count,"{1,291,109,100}",4,kern,8,int64,no,
kern.prng.pool_7.drain_count,"{1,291,110,101}",4,kern,8,int64,no,
kern.prng.pool_7.max_sample_count,"{1,291,110,102}",4,kern,8,int64,no,
kern.prng.pool_7.sample_count,"{1,291,110,100}",4,kern,8,int64,no,
kern.prng.pool_8.drain_count,"{1,291,111,101}",4,kern,8,int64,no,
kern.prng.pool_8.max_sample_count,"{1,291,111,102}",4,kern,8,int64,no,
kern.prng.pool_8.sample_count,"{1,291,111,100}",4,kern,8,int64,no,
kern.prng.pool_9.drain_count,"{1,291,112,101}",4,kern,8,int64,no,
kern.prng.pool_9.max_sample_count,"{1,291,112,102}",4,kern,8,int64,no,
kern.prng.pool_9.sample_count,"{1,291,112,100}",4,kern,8,int64,no,
kern.prng.scheduled_reseed_count,"{1,291,100}",3,kern,8,int64,no,
kern.prng.scheduled_reseed_max_sample_count,"{1,291,101}",3,kern,8,int64,no,
kern.proc_rsr_in_progress,"{1,283}",2,kern,4,int32,no,
kern.procname,"{1,62}",2,kern,21,string(21),no,
kern.progressmeter,"{1,264}",2,kern,4,int32,no,
kern.progressmeterenable,"{1,263}",2,kern,4,int32,no,
kern.pthread_mutex_default_policy,"{1,298}",2,kern,4,int32,no,
kern.rage_vnode,"{1,68}",2,kern,4,int32,no,
kern.safeboot,"{1,66}",2,kern,4,int32,yes,
kern.saved_ids,"{1,20}",2,kern,4,int32,no,
kern.sched,"{1,203}",2,kern,5,string(5),yes,
kern.sched_allow_NO_SMT_threads,"{1,166}",2,kern,4,int32,yes,
kern.sched_recommended_cores,"{1,168}",2,kern,8,int64,no,
kern.sched_rt_avoid_cpu0,"{1,167}",2,kern,4,int32,no,
kern.secure_kernel,"{1,285}",2,kern,4,int32,yes,
kern.securelevel,"{1,9}",2,kern,4,int32,no,
kern.serverperfmode,"{1,232}",2,kern,4,int32,no,
kern.shreg_private,"{1,54}",2,kern,4,int32,no,
kern.shutdownreason,"{1,273}",2,kern,67,string(67),no,
kern.singleuser,"{1,193}",2,kern,4,int32,no,
kern.skywalk.flowswitch.ap1.ipfm.frag_count,"{1,113,103,112,100,101}",6,kern,4,int32,no,
kern.skywalk.flowswitch.ap1.ipfm.frag_limit,"{1,113,103,112,100,100}",6,kern,4,int32,no,
kern.skywalk.flowswitch.ap1.ipfm.queue_count,"{1,113,103,112,100,103}",6,kern,4,int32,no,
kern.skywalk.flowswitch.ap1.ipfm.queue_limit,"{1,113,103,112,100,102}",6,kern,4,int32,no,
kern.skywalk.flowswitch.awdl0.ipfm.frag_count,"{1,113,103,113,100,101}",6,kern,4,int32,no,
kern.skywalk.flowswitch.awdl0.ipfm.frag_limit,"{1,113,103,113,100,100}",6,kern,4,int32,no,
kern.skywalk.flowswitch.awdl0.ipfm.queue_count,"{1,113,103,113,100,103}",6,kern,4,int32,no,
kern.skywalk.flowswitch.awdl0.ipfm.queue_limit,"{1,113,103,113,100,102}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en0.ipfm.frag_count,"{1,113,103,107,100,101}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en0.ipfm.frag_limit,"{1,113,103,107,100,100}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en0.ipfm.queue_count,"{1,113,103,107,100,103}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en0.ipfm.queue_limit,"{1,113,103,107,100,102}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en1.ipfm.frag_count,"{1,113,103,111,100,101}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en1.ipfm.frag_limit,"{1,113,103,111,100,100}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en1.ipfm.queue_count,"{1,113,103,111,100,103}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en1.ipfm.queue_limit,"{1,113,103,111,100,102}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en5.ipfm.frag_count,"{1,113,103,108,100,101}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en5.ipfm.frag_limit,"{1,113,103,108,100,100}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en5.ipfm.queue_count,"{1,113,103,108,100,103}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en5.ipfm.queue_limit,"{1,113,103,108,100,102}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en6.ipfm.frag_count,"{1,113,103,109,100,101}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en6.ipfm.frag_limit,"{1,113,103,109,100,100}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en6.ipfm.queue_count,"{1,113,103,109,100,103}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en6.ipfm.queue_limit,"{1,113,103,109,100,102}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en7.ipfm.frag_count,"{1,113,103,110,100,101}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en7.ipfm.frag_limit,"{1,113,103,110,100,100}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en7.ipfm.queue_count,"{1,113,103,110,100,103}",6,kern,4,int32,no,
kern.skywalk.flowswitch.en7.ipfm.queue_limit,"{1,113,103,110,100,102}",6,kern,4,int32,no,
kern.skywalk.flowswitch.flow_route_expire,"{1,113,103,106}",4,kern,4,int32,no,
kern.skywalk.flowswitch.gso_mtu,"{1,113,103,102}",4,kern,4,int32,no,
kern.skywalk.flowswitch.ip_reass,"{1,113,103,103}",4,kern,4,int32,no,
kern.skywalk.flowswitch.ipfm_frag_ttl,"{1,113,103,104}",4,kern,4,int32,no,
kern.skywalk.flowswitch.ipfm_timeout_tcall_ival,"{1,113,103,105}",4,kern,4,int32,no,
kern.skywalk.flowswitch.rx_agg_tcp,"{1,113,103,100}",4,kern,4,int32,no,
kern.skywalk.flowswitch.rx_agg_tcp_host,"{1,113,103,101}",4,kern,4,int32,no,
kern.skywalk.netif.default_drop,"{1,113,104,101}",4,kern,4,int32,no,
kern.skywalk.netif.netif_queue_stat_enable,"{1,113,104,100}",4,kern,4,int32,no,
kern.skywalk.ring_stat_enable,"{1,113,106}",3,kern,4,int32,no,
kern.sleep_abs_time,"{1,259}",2,kern,8,int64,yes,
kern.sleeptime,"{1,256}",2,kern,16,struct16,yes,
kern.slide,"{1,197}",2,kern,4,int32,yes,
kern.speculative_prefetch_max,"{1,172}",2,kern,4,int32,no,
kern.speculative_prefetch_max_iosize,"{1,173}",2,kern,4,int32,no,
kern.speculative_reads_disabled,"{1,64}",2,kern,4,int32,no,
kern.stack_depth_max,"{1,200}",2,kern,4,int32,yes,
kern.stack_size,"{1,199}",2,kern,4,int32,yes,
kern.stackshot_estimate_adj,"{1,269}",2,kern,4,int32,no,
kern.sugid_coredump,"{1,52}",2,kern,4,int32,no,
kern.sugid_scripts,"{1,134}",2,kern,4,int32,no,
kern.suspend_cluster_powerdown,"{1,169}",2,kern,4,int32,no,
kern.system_version_compat,"{1,145}",2,kern,4,int32,no,
kern.sysv.semmni,"{1,42,106}",3,kern,4,int32,no,
kern.sysv.semmns,"{1,42,107}",3,kern,4,int32,no,
kern.sysv.semmnu,"{1,42,108}",3,kern,4,int32,no,
kern.sysv.semmsl,"{1,42,109}",3,kern,4,int32,no,
kern.sysv.semume,"{1,42,110}",3,kern,4,int32,no,
kern.sysv.shmall,"{1,42,105}",3,kern,8,int64,no,
kern.sysv.shmmax,"{1,42,101}",3,kern,8,int64,no,
kern.sysv.shmmin,"{1,42,102}",3,kern,8,int64,no,
kern.sysv.shmmni,"{1,42,103}",3,kern,8,int64,no,
kern.sysv.shmseg,"{1,42,104}",3,kern,8,int64,no,
kern.task_exc_guard_default,"{1,274}",2,kern,4,int32,no,
kern.tfp.policy,"{1,61,1}",3,kern,4,int32,no,
kern.thread_groups_supported,"{1,234}",2,kern,4,int32,yes,
kern.threadname,"{1,71}",2,kern,63,opaque(63),no,
kern.timer.coalescing_enabled,"{1,106,101}",3,kern,4,int32,no,
kern.timer.deadline_tracking_bin_1,"{1,106,102}",3,kern,8,int64,no,
kern.timer.deadline_tracking_bin_2,"{1,106,103}",3,kern,8,int64,no,
kern.timer.longterm.qlen,"{1,106,100,103}",4,kern,8,int64,no,
kern.timer.longterm.scan_interval,"{1,106,100,102}",4,kern,8,int64,no,
kern.timer.longterm.scan_limit,"{1,106,100,101}",4,kern,8,int64,no,
kern.timer.longterm.scan_pauses,"{1,106,100,104}",4,kern,8,int64,no,
kern.timer.longterm.threshold,"{1,106,100,100}",4,kern,8,int64,no,
kern.timer.scan_interval,"{1,106,105}",3,kern,8,int64,no,
kern.timer.scan_limit,"{1,106,104}",3,kern,8,int64,no,
kern.timer.scan_pauses,"{1,106,106}",3,kern,8,int64,no,
kern.timer.scan_postpones,"{1,106,107}",3,kern,8,int64,no,
kern.timer_coalesce_bg_ns_max,"{1,209}",2,kern,8,int64,no,
kern.timer_coalesce_bg_scale,"{1,207}",2,kern,4,int32,no,
kern.timer_coalesce_fp_ns_max,"{1,213}",2,kern,8,int64,no,
kern.timer_coalesce_fp_scale,"{1,212}",2,kern,4,int32,no,
kern.timer_coalesce_kt_ns_max,"{1,211}",2,kern,8,int64,no,
kern.timer_coalesce_kt_scale,"{1,210}",2,kern,4,int32,no,
kern.timer_coalesce_tier0_ns_max,"{1,217}",2,kern,8,int64,no,
kern.timer_coalesce_tier0_scale,"{1,216}",2,kern,4,int32,no,
kern.timer_coalesce_tier1_ns_max,"{1,219}",2,kern,8,int64,no,
kern.timer_coalesce_tier1_scale,"{1,218}",2,kern,4,int32,no,
kern.timer_coalesce_tier2_ns_max,"{1,221}",2,kern,8,int64,no,
kern.timer_coalesce_tier2_scale,"{1,220}",2,kern,4,int32,no,
kern.timer_coalesce_tier3_ns_max,"{1,223}",2,kern,8,int64,no,
kern.timer_coalesce_tier3_scale,"{1,222}",2,kern,4,int32,no,
kern.timer_coalesce_tier4_ns_max,"{1,225}",2,kern,8,int64,no,
kern.timer_coalesce_tier4_scale,"{1,224}",2,kern,4,int32,no,
kern.timer_coalesce_tier5_ns_max,"{1,227}",2,kern,8,int64,no,
kern.timer_coalesce_tier5_scale,"{1,226}",2,kern,4,int32,no,
kern.timer_coalesce_ts_ns_max,"{1,215}",2,kern,8,int64,no,
kern.timer_coalesce_ts_scale,"{1,214}",2,kern,4,int32,no,
kern.timer_resort_threshold_ns,"{1,208}",2,kern,8,int64,no,
kern.trial_deployment_id,"{1,240}",2,kern,4,int32,no,
kern.trial_experiment_id,"{1,239}",2,kern,1,string(1),no,
kern.trial_treatment_id,"{1,238}",2,kern,1,string(1),no,
kern.tty.ptmx_max,"{1,69,100}",3,kern,4,int32,no,
kern.uio.mem_size,"{1,293,100}",3,kern,4,int32,no,
kern.ulock_adaptive_spin_usecs,"{1,279}",2,kern,4,int32,no,
kern.useractive_abs_time,"{1,260}",2,kern,8,int64,yes,
kern.userinactive_abs_time,"{1,261}",2,kern,8,int64,yes,
kern.usrstack,"{1,35}",2,kern,4,int32,no,
kern.usrstack64,"{1,59}",2,kern,8,int64,no,
kern.uuid,"{1,142}",2,kern,37,string(37),yes,
kern.version,"{1,4}",2,kern,104,string(104),yes,
kern.vfsnspace,"{1,191}",2,kern,4,int32,no,
kern.vm_max_batch,"{1,180}",2,kern,4,int32,no,
kern.vm_max_delayed_work_limit,"{1,179}",2,kern,4,int32,no,
kern.vm_page_free_min,"{1,175}",2,kern,4,int32,no,
kern.vm_page_free_reserved,"{1,176}",2,kern,4,int32,no,
kern.vm_page_free_target,"{1,174}",2,kern,4,int32,no,
kern.vm_page_speculative_percentage,"{1,177}",2,kern,4,int32,no,
kern.vm_page_speculative_q_age_ms,"{1,178}",2,kern,4,int32,no,
kern.vm_pressure_level_transition_threshold,"{1,255}",2,kern,4,int32,no,
kern.wake_abs_time,"{1,258}",2,kern,8,int64,yes,
kern.wakereason,"{1,267}",2,kern,59,string(59),no,
kern.waketime,"{1,257}",2,kern,16,struct16,yes,
kern.willshutdown,"{1,262}",2,kern,4,int32,no,
kern.willuserspacereboot,"{1,287}",2,kern,4,int32,no,
kern.wq_max_constrained_threads,"{1,129}",2,kern,4,int32,yes,
kern.wq_max_threads,"{1,128}",2,kern,4,int32,yes,
kern.wq_max_timer_interval_usecs,"{1,127}",2,kern,4,int32,no,
kern.wq_reduce_pool_window_usecs,"{1,126}",2,kern,4,int32,no,
kern.wq_stalled_window_usecs,"{1,125}",2,kern,4,int32,no,
kpc.pc_capture_supported,"{102,114}",2,oid_102,4,int32,yes,
kperf.debug_level,"{101,112}",2,oid_101,4,int32,yes,
kperf.limits.max_action_count,"{101,104,104}",3,oid_101,4,int32,no,
kperf.limits.timer_min_bg_period_ns,"{101,104,101}",3,oid_101,8,int64,no,
kperf.limits.timer_min_bg_pet_period_ns,"{101,104,103}",3,oid_101,8,int64,no,
kperf.limits.timer_min_period_ns,"{101,104,100}",3,oid_101,8,int64,no,
kperf.limits.timer_min_pet_period_ns,"{101,104,102}",3,oid_101,8,int64,no,
ktrace.active_mask,"{100,101}",2,oid_100,4,int32,no,
ktrace.background_pid,"{100,103}",2,oid_100,4,int32,no,
ktrace.configured_by,"{100,104}",2,oid_100,1,string(1),no,
ktrace.owning_pid,"{100,102}",2,oid_100,4,int32,no,
ktrace.state,"{100,100}",2,oid_100,4,int32,no,
machdep.cpu.brand_string,"{7,101,104}",3,machdep,9,string(9),yes,
machdep.cpu.core_count,"{7,101,101}",3,machdep,4,int32,yes,
machdep.cpu.cores_per_package,"{7,101,100}",3,machdep,4,int32,yes,
machdep.cpu.logical_per_package,"{7,101,102}",3,machdep,4,int32,yes,
machdep.cpu.thread_count,"{7,101,103}",3,machdep,4,int32,yes,
machdep.deferred_ipi_timeout,"{7,106}",2,machdep,4,int32,no,
machdep.phy_read_delay_panic,"{7,112}",2,machdep,4,int32,no,
machdep.phy_write_delay_panic,"{7,113}",2,machdep,4,int32,no,
machdep.ptrauth_enabled,"{7,114}",2,machdep,4,int32,yes,
machdep.report_phy_read_delay,"{7,108}",2,machdep,8,int64,no,
machdep.report_phy_write_delay,"{7,109}",2,machdep,8,int64,no,
machdep.time_since_reset,"{7,104}",2,machdep,8,int64,yes,
machdep.trace_phy_read_delay,"{7,110}",2,machdep,8,int64,no,
machdep.trace_phy_write_delay,"{7,111}",2,machdep,8,int64,no,
machdep.user_idle_level,"{7,102}",2,machdep,4,int32,yes,
machdep.virtual_address_size,"{7,107}",2,machdep,4,int32,yes,
machdep.wake_abstime,"{7,103}",2,machdep,8,int64,yes,
machdep.wake_conttime,"{7,105}",2,machdep,8,int64,yes,
net.cfil.active_count,"{4,107,106}",3,net,4,int32,no,
net.cfil.behavior_flags,"{4,107,104}",3,net,4,int32,no,
net.cfil.close_wait_timeout,"{4,107,105}",3,net,4,int32,no,
net.cfil.debug,"{4,107,108}",3,net,4,int32,no,
net.cfil.log,"{4,107,114}",3,net,4,int32,no,
net.cfil.log_data,"{4,107,110}",3,net,4,int32,no,
net.cfil.log_pid,"{4,107,112}",3,net,4,int32,no,
net.cfil.log_port,"{4,107,113}",3,net,4,int32,no,
net.cfil.log_proto,"{4,107,111}",3,net,4,int32,no,
net.cfil.log_stats,"{4,107,109}",3,net,4,int32,no,
net.cfil.sbtrim,"{4,107,103}",3,net,4,int32,no,
net.cfil.sock_attached_count,"{4,107,107}",3,net,4,int32,no,
net.classq.def_c_target_qdelay,"{4,109,109}",3,net,8,int64,no,
net.classq.def_c_update_interval,"{4,109,108}",3,net,8,int64,no,
net.classq.def_l4s_target_qdelay,"{4,109,107}",3,net,8,int64,no,
net.classq.def_l4s_update_interval,"{4,109,106}",3,net,8,int64,no,
net.classq.enable_l4s,"{4,109,101}",3,net,4,int32,no,
net.classq.fq_codel.fq_enable_pacing,"{4,109,100,100}",4,net,4,int32,no,
net.classq.ll_c_target_qdelay,"{4,109,105}",3,net,8,int64,no,
net.classq.ll_c_update_interval,"{4,109,104}",3,net,8,int64,no,
net.classq.ll_l4s_target_qdelay,"{4,109,103}",3,net,8,int64,no,
net.classq.ll_l4s_update_interval,"{4,109,102}",3,net,8,int64,no,
net.classq.verbose,"{4,109,110}",3,net,4,int32,no,
net.filter_state,"{4,117}",2,net,1,string(1),no,
net.inet.icmp.bmcastecho,"{4,2,1,101}",4,net,4,int32,no,
net.inet.icmp.drop_redirect,"{4,2,1,103}",4,net,4,int32,no,
net.inet.icmp.log_redirect,"{4,2,1,102}",4,net,4,int32,no,
net.inet.icmp.maskrepl,"{4,2,1,1}",4,net,4,int32,no,
net.inet.icmp.suppress_icmp_port_unreach,"{4,2,1,100}",4,net,4,int32,no,
net.inet.icmp.timestamp,"{4,2,1,4}",4,net,4,int32,no,
net.inet.igmp.debug,"{4,2,2,101}",4,net,4,int32,no,
net.inet.igmp.default_version,"{4,2,2,103}",4,net,4,int32,no,
net.inet.igmp.gsrdelay,"{4,2,2,102}",4,net,4,int32,no,
net.inet.igmp.legacysupp,"{4,2,2,104}",4,net,4,int32,no,
net.inet.igmp.recvifkludge,"{4,2,2,109}",4,net,4,int32,no,
net.inet.igmp.sendlocal,"{4,2,2,107}",4,net,4,int32,no,
net.inet.igmp.sendra,"{4,2,2,108}",4,net,4,int32,no,
net.inet.igmp.v1enable,"{4,2,2,106}",4,net,4,int32,no,
net.inet.igmp.v2enable,"{4,2,2,105}",4,net,4,int32,no,
net.inet.ip.accept_sourceroute,"{4,2,0,13}",4,net,4,int32,no,
net.inet.ip.adj_clear_hwcksum,"{4,2,0,116}",4,net,4,int32,no,
net.inet.ip.adj_partial_sum,"{4,2,0,115}",4,net,4,int32,no,
net.inet.ip.check_interface,"{4,2,0,114}",4,net,4,int32,no,
net.inet.ip.checkinterface_debug,"{4,2,0,113}",4,net,4,int32,no,
net.inet.ip.dummynet.curr_time,"{4,2,0,101,110}",5,net,8,int64,no,
net.inet.ip.dummynet.debug,"{4,2,0,101,100}",5,net,4,int32,no,
net.inet.ip.dummynet.expire,"{4,2,0,101,105}",5,net,4,int32,no,
net.inet.ip.dummynet.extract_heap,"{4,2,0,101,108}",5,net,4,int32,no,
net.inet.ip.dummynet.hash_size,"{4,2,0,101,111}",5,net,4,int32,no,
net.inet.ip.dummynet.max_chain_len,"{4,2,0,101,104}",5,net,4,int32,no,
net.inet.ip.dummynet.ready_heap,"{4,2,0,101,109}",5,net,4,int32,no,
net.inet.ip.dummynet.red_avg_pkt_size,"{4,2,0,101,102}",5,net,4,int32,no,
net.inet.ip.dummynet.red_lookup_depth,"{4,2,0,101,103}",5,net,4,int32,no,
net.inet.ip.dummynet.red_max_pkt_size,"{4,2,0,101,101}",5,net,4,int32,no,
net.inet.ip.dummynet.search_steps,"{4,2,0,101,106}",5,net,4,int32,no,
net.inet.ip.dummynet.searches,"{4,2,0,101,107}",5,net,4,int32,no,
net.inet.ip.force_ipsum,"{4,2,0,109}",4,net,4,int32,no,
net.inet.ip.forwarding,"{4,2,0,1}",4,net,4,int32,yes,
net.inet.ip.fragpackets,"{4,2,0,118}",4,net,4,int32,no,
net.inet.ip.gifttl,"{4,2,0,16}",4,net,4,int32,no,
net.inet.ip.linklocal.in.allowbadttl,"{4,2,0,102,100,100}",6,net,4,int32,no,
net.inet.ip.log.privacy,"{4,2,0,103,100}",5,net,4,int32,no,
net.inet.ip.maxchainsent,"{4,2,0,110}",4,net,4,int32,no,
net.inet.ip.maxfragpackets,"{4,2,0,119}",4,net,4,int32,yes,
net.inet.ip.maxfragsperpacket,"{4,2,0,117}",4,net,4,int32,no,
net.inet.ip.mcast.loop,"{4,2,0,100,101}",5,net,4,int32,no,
net.inet.ip.mcast.maxgrpsrc,"{4,2,0,100,103}",5,net,8,int64,no,
net.inet.ip.mcast.maxsocksrc,"{4,2,0,100,102}",5,net,4,int32,no,
net.inet.ip.output_perf,"{4,2,0,107}",4,net,4,int32,no,
net.inet.ip.output_perf_bins,"{4,2,0,106}",4,net,8,int64,no,
net.inet.ip.portrange.first,"{4,2,0,0,104}",5,net,4,int32,no,
net.inet.ip.portrange.hifirst,"{4,2,0,0,102}",5,net,4,int32,no,
net.inet.ip.portrange.hilast,"{4,2,0,0,101}",5,net,4,int32,no,
net.inet.ip.portrange.ipport_allow_udp_port_exhaustion,"{4,2,0,0,100}",5,net,4,int32,no,
net.inet.ip.portrange.last,"{4,2,0,0,103}",5,net,4,int32,no,
net.inet.ip.portrange.lowfirst,"{4,2,0,0,106}",5,net,4,int32,no,
net.inet.ip.portrange.lowlast,"{4,2,0,0,105}",5,net,4,int32,no,
net.inet.ip.redirect,"{4,2,0,2}",4,net,4,int32,no,
net.inet.ip.rfc6864,"{4,2,0,104}",4,net,4,int32,no,
net.inet.ip.rtexpire,"{4,2,0,5}",4,net,4,int32,no,
net.inet.ip.rtmaxcache,"{4,2,0,7}",4,net,4,int32,no,
net.inet.ip.rtminexpire,"{4,2,0,6}",4,net,4,int32,no,
net.inet.ip.rx_chaining,"{4,2,0,112}",4,net,4,int32,no,
net.inet.ip.rx_chainsz,"{4,2,0,111}",4,net,4,int32,no,
net.inet.ip.select_srcif_debug,"{4,2,0,108}",4,net,4,int32,no,
net.inet.ip.sendsourcequench,"{4,2,0,120}",4,net,4,int32,no,
net.inet.ip.sourceroute,"{4,2,0,8}",4,net,4,int32,no,
net.inet.ip.subnets_are_local,"{4,2,0,121}",4,net,4,int32,no,
net.inet.ip.ttl,"{4,2,0,3}",4,net,4,int32,yes,
net.inet.ipsec.ah_cleartos,"{4,2,51,8}",4,net,4,int32,no,
net.inet.ipsec.ah_net_deflev,"{4,2,51,6}",4,net,4,int32,no,
net.inet.ipsec.ah_offsetmask,"{4,2,51,9}",4,net,4,int32,no,
net.inet.ipsec.ah_trans_deflev,"{4,2,51,5}",4,net,4,int32,no,
net.inet.ipsec.bypass,"{4,2,51,100}",4,net,4,int32,no,
net.inet.ipsec.debug,"{4,2,51,12}",4,net,4,int32,no,
net.inet.ipsec.def_policy,"{4,2,51,2}",4,net,4,int32,no,
net.inet.ipsec.dfbit,"{4,2,51,10}",4,net,4,int32,no,
net.inet.ipsec.ecn,"{4,2,51,11}",4,net,4,int32,no,
