name,mib,depth,top_level,value_size,value_type,registered,resolve_error
vm.upl_pages_tainted,"{2,298}",2,vm,4,int32,no,
vm.user_wire_limit,"{2,116}",2,vm,8,int64,yes,
vm.vm_copy_src_large,"{2,122}",2,vm,4,int32,no,
vm.vm_copy_src_not_internal,"{2,120}",2,vm,4,int32,no,
vm.vm_copy_src_not_symmetric,"{2,121}",2,vm,4,int32,no,
vm.vm_create_upl_extra_cow,"{2,237}",2,vm,4,int32,no,
vm.vm_create_upl_extra_cow_pages,"{2,238}",2,vm,4,int32,no,
vm.vm_create_upl_lookup_failure_copy,"{2,240}",2,vm,4,int32,no,
vm.vm_create_upl_lookup_failure_write,"{2,239}",2,vm,4,int32,no,
vm.vm_debug_events,"{2,241}",2,vm,4,int32,no,
vm.vm_do_collapse_compressor,"{2,232}",2,vm,4,int32,no,
vm.vm_do_collapse_compressor_pages,"{2,233}",2,vm,4,int32,no,
vm.vm_do_collapse_terminate,"{2,234}",2,vm,4,int32,no,
vm.vm_do_collapse_terminate_failure,"{2,235}",2,vm,4,int32,no,
vm.vm_max_kernel_address,"{2,295}",2,vm,8,int64,no,
vm.vm_min_kernel_address,"{2,294}",2,vm,8,int64,no,
vm.vm_page_background_count,"{2,208}",2,vm,4,int32,yes,
vm.vm_page_background_exclude_external,"{2,206}",2,vm,4,int32,no,
vm.vm_page_background_external_count,"{2,210}",2,vm,4,int32,yes,
vm.vm_page_background_internal_count,"{2,209}",2,vm,4,int32,yes,
vm.vm_page_background_mode,"{2,205}",2,vm,4,int32,no,
vm.vm_page_background_promoted_count,"{2,211}",2,vm,8,int64,no,
vm.vm_page_background_target,"{2,207}",2,vm,4,int32,yes,
vm.vm_page_donate_mode,"{2,163}",2,vm,4,int32,no,
vm.vm_page_donate_target_high,"{2,164}",2,vm,4,int32,no,
vm.vm_page_donate_target_low,"{2,165}",2,vm,4,int32,no,
vm.vm_page_external_count,"{2,123}",2,vm,4,int32,yes,
vm.vm_page_filecache_min,"{2,124}",2,vm,4,int32,no,
vm.vm_page_free_target,"{2,248}",2,vm,4,int32,yes,
vm.vm_page_xpmapped_min,"{2,125}",2,vm,4,int32,no,
vm.vm_pageout_considered_bq_external,"{2,213}",2,vm,8,int64,yes,
vm.vm_pageout_considered_bq_internal,"{2,212}",2,vm,8,int64,yes,
vm.vm_pageout_rejected_bq_external,"{2,215}",2,vm,8,int64,yes,
vm.vm_pageout_rejected_bq_internal,"{2,214}",2,vm,8,int64,yes,
vm.vm_ripe_target_age_in_secs,"{2,145}",2,vm,4,int32,no,
vm.vm_should_cow_but_wired,"{2,236}",2,vm,4,int32,no,
vm.vmtc_total,"{2,342}",2,vm,4,int32,no,
vm.wk_catime,"{2,175}",2,vm,8,int64,no,
vm.wk_compressed_bytes_exclusive,"{2,184}",2,vm,8,int64,no,
vm.wk_compressed_bytes_total,"{2,185}",2,vm,8,int64,no,
vm.wk_compression_failures,"{2,183}",2,vm,8,int64,no,
vm.wk_compressions,"{2,174}",2,vm,8,int64,no,
vm.wk_compressions_exclusive,"{2,180}",2,vm,8,int64,no,
vm.wk_datime,"{2,190}",2,vm,8,int64,no,
vm.wk_decompressed_bytes,"{2,195}",2,vm,8,int64,no,
vm.wk_decompressions,"{2,189}",2,vm,8,int64,no,
vm.wk_mzv_compressions,"{2,182}",2,vm,8,int64,no,
vm.wk_sv_compressions,"{2,181}",2,vm,8,int64,no,
vm.wk_sv_decompressions,"{2,196}",2,vm,8,int64,no,
vm.wkdm_reeval_threshold,"{2,198}",2,vm,4,int32,no,
vm.wkh_catime,"{2,176}",2,vm,8,int64,no,
vm.wkh_compressions,"{2,177}",2,vm,8,int64,no,
vm.wkh_datime,"{2,191}",2,vm,8,int64,no,
vm.wkh_decompressions,"{2,192}",2,vm,8,int64,no,
vm.wks_catime,"{2,178}",2,vm,8,int64,no,
vm.wks_compressed_bytes,"{2,186}",2,vm,8,int64,no,
vm.wks_compression_failures,"{2,187}",2,vm,8,int64,no,
vm.wks_compressions,"{2,179}",2,vm,8,int64,no,
vm.wks_datime,"{2,193}",2,vm,8,int64,no,
vm.wks_decompressions,"{2,194}",2,vm,8,int64,no,
vm.wks_sv_compressions,"{2,188}",2,vm,8,int64,no,
